order_item_id,order_id,product_id,quantity,unit_price,discount_rate,final_price,total_price,product_category,product_brand,repair_method
23980,ORDER_115243,PROD_00279,1,1449.22,0.0,1449.22,1449.22,Books,Hill-Hogan,
23981,ORDER_101263,PROD_00037,0,49.25,0.0,49.25,0.0,FASHION,"Johnson, Myers and Lopez",from_selling_price
23982,ORDER_106961,PROD_00932,1,590.48,0.0,590.48,590.48,Home & Kitchen,"Eaton, Ramirez and Miller",
23983,ORDER_119133,PROD_00965,2,368.98,0.0,368.98,737.96,Home & Kitchen,"Garcia, Jackson and Hernandez",
23984,ORDER_INVALID,PROD_00257,2,1181.61,0.0,1181.61,2363.22,Electronics,"Bennett, Gutierrez and Elliott",
23985,ORDER_103034,PROD_00053,2,410.29,0.0,410.29,820.58,Beauty,Morton-Gonzalez,
23986,ORDER_113096,PROD_00208,1,350.57,0.24,266.4332,266.4332,Fashion,Moss-Fox,
23987,ORDER_100046,PROD_00552,1,661.71,0.0,661.71,661.71,Home & Kitchen,Gutierrez-Marsh,
23988,ORDER_101013,PROD_00077,2,418.05,0.0,418.05,836.1,Beauty,Scott Group,
23989,ORDER_119836,PROD_00038,4,238.52,0.0,238.52,954.08,Beauty,Martinez-Waters,
23990,ORDER_108986,PROD_00072,2,0.0,0.0,0.0,0.0,Fashion,Wolf Group,
23991,ORDER_109818,PROD_00283,1,358.17,0.19,290.1177,290.1177,Sports,Kim LLC,
23992,ORDER_115637,PROD_00348,4,647.67,0.0,647.67,2590.68,Fashion,"Williams, Evans and Sanchez",
23993,ORDER_103881,PROD_INVALID,3,799.43,0.0,799.43,2398.29,Sports,"Robinson, Davis and Carter",
23994,ORDER_101280,PROD_00250,1,523.62,0.0,523.62,523.62,Sports,"Hull, Nichols and Martin",
23995,ORDER_119157,PROD_00536,1,635.89,0.0,635.89,635.89,Fashion,Jefferson Group,
23996,ORDER_100546,PROD_00745,1,1147.96,0.0,1147.96,1147.96,Beauty,Nguyen-Williams,
23997,ORDER_109626,PROD_00937,1,626.95,0.0,626.95,626.95,Home & Kitchen,Coleman LLC,
23998,ORDER_108451,PROD_00245,3,374.07,0.0,374.07,1122.21,Fashion,York Inc,
23999,ORDER_119340,PROD_00485,3,732.86,0.0,732.86,2198.58,Beauty,Owens-Mahoney,
24000,ORDER_117000,PROD_00044,1,783.95,0.0,783.95,783.95,Home & Kitchen,White PLC,
24001,ORDER_100079,PROD_00269,1,161.88,0.0,161.88,161.88,Books,Williams and Sons,
24002,ORDER_118230,PROD_00569,2,357.62,0.0,357.62,715.24,HOME & KITCHEN,"Beard, Mccarthy and French",
24003,ORDER_118488,PROD_00736,1,178.69,0.0,178.69,178.69,Electronics,Lawson Group,
24004,ORDER_114680,PROD_00114,3,902.53,0.0,902.53,2707.59,Books,Torres Group,
24005,ORDER_114846,PROD_00469,1,308.42,0.0,308.42,308.42,Electronics,Martin-Deleon,
24006,ORDER_110850,PROD_00670,1,708.7,0.0,708.7,708.7,Fashion,Brown LLC,
24007,ORDER_111343,PROD_00951,2,1223.28,0.0,1223.28,2446.56,Fashion,Hampton and Sons,
24008,ORDER_109561,PROD_00970,3,74.55,0.0,74.55,223.64999999999998,Home & Kitchen,Washington-Martinez,
24009,ORDER_108925,PROD_00580,1,490.07,0.0,490.07,490.07,Electronics,Galvan-Wilson,
24010,ORDER_119943,PROD_00823,4,274.78,0.05,261.04099999999994,1044.1639999999998,Home & Kitchen,"Williams, Vargas and Hansen",
24011,ORDER_116402,PROD_00939,1,306.07,0.0,306.07,306.07,Fashion,Smith-Harris,
24012,ORDER_119246,PROD_00359,1,82.59,0.26,61.1166,61.1166,Electronics,"Chaney, Torres and Ferguson",
24013,ORDER_104851,PROD_00647,1,282.93,0.0,282.93,282.93,Electronics,"Ellis, Hamilton and Rangel",
24014,ORDER_114616,PROD_00521,4,826.72,0.0,826.72,3306.88,Electronics,"Campbell, Patton and Stewart",
24015,ORDER_107124,PROD_00575,1,171.09,0.0,171.09,171.09,Home & Kitchen,"Pennington, Wright and Holloway",
24016,ORDER_117598,PROD_00226,1,586.84,0.24,445.9984,445.9984,Fashion,Brown LLC,
24017,ORDER_102623,PROD_00436,1,552.33,0.0,552.33,552.33,Home & Kitchen,"Nguyen, Reyes and Rivers",
24018,ORDER_113764,PROD_00697,1,516.01,0.0,516.01,516.01,Fashion,Thornton Inc,
24019,ORDER_109619,PROD_00555,2,986.99,0.0,986.99,1973.98,Beauty,Vaughn PLC,
24020,ORDER_116034,PROD_00249,1,440.41,0.0,440.41,440.41,Electronics,"Dickerson, Brooks and Bradshaw",
24021,ORDER_101205,PROD_00034,1,299.09,0.0,299.09,299.09,Fashion,Edwards Inc,
24022,ORDER_107096,PROD_00769,2,215.92,0.0,215.92,431.84,Fashion,"Moore, Lewis and Arellano",
24023,ORDER_113680,PROD_00102,2,630.73,0.0,630.73,1261.46,Books,"Burns, Schmidt and Miller",
24024,ORDER_111445,PROD_00889,2,819.46,0.11,729.3194000000001,1458.6388000000002,Fashion,Williams-Cross,
24025,ORDER_118918,PROD_00471,2,559.39,0.0,559.39,1118.78,Beauty,Lynch-Hernandez,
24026,ORDER_104160,PROD_00000,1,382.38,0.0,382.38,382.38,Beauty,Williams-Rios,
24027,ORDER_104112,PROD_00204,3,291.73,0.0,291.73,875.19,Home & Kitchen,Castro-Cummings,
24028,ORDER_104018,PROD_00912,2,661.86,0.0,661.86,1323.72,Fashion,Rogers-Brooks,
24029,ORDER_118626,PROD_INVALID,1,339.31,0.0,339.31,339.31,Beauty,Jones-Fox,
24030,ORDER_114328,PROD_00665,2,1262.66,0.0,1262.66,2525.32,Books,Lynch-Cunningham,
24031,ORDER_117409,PROD_00814,1,6235.900000000001,0.0,6235.900000000001,6235.900000000001,Electronics,Richards Ltd,
24032,ORDER_114169,PROD_00273,0,253.98,0.0,253.98,0.0,Beauty,"Morales, Harris and Rhodes",from_selling_price
24033,ORDER_109599,PROD_00453,2,892.57,0.0,892.57,1785.14,Fashion,Brown LLC,
24034,ORDER_102689,PROD_INVALID,3,128.21,0.0,128.21,384.63,Books,Carr-Brown,
24035,ORDER_113024,PROD_00367,1,25.7,0.19,20.817,20.817,Sports,"Rasmussen, Schneider and Stevens",
24036,ORDER_108492,PROD_00491,2,317.19,0.15,269.6115,539.223,Home & Kitchen,Gonzales-Anthony,
24037,ORDER_119712,PROD_00451,1,1088.9,0.0,1088.9,1088.9,Books,"Martin, Edwards and Miller",
24038,ORDER_106137,PROD_00551,3,189.9,0.0,189.9,569.7,Electronics,Dunn-Nixon,
24039,ORDER_109806,PROD_00935,3,175.92,0.0,175.92,527.76,Books,Wilson Inc,
24040,ORDER_102582,PROD_00727,3,764.5,0.0,764.5,2293.5,Books,Miller-Johnson,
24041,ORDER_110599,PROD_00488,1,142.17,0.0,142.17,142.17,Books,"Valdez, Peterson and Carlson",
24042,ORDER_109011,PROD_00897,1,38.78,0.0,38.78,38.78,Books,Miles Inc,
24043,ORDER_103008,PROD_00731,1,224.85,0.14,193.37099999999998,193.37099999999998,BOOKS,"Yu, Campbell and Ibarra",
24044,ORDER_114726,PROD_00925,2,180.97,0.0,180.97,361.94,Home & Kitchen,Nguyen LLC,
24045,ORDER_102669,PROD_INVALID,1,230.27,0.0,230.27,230.27,Fashion,Page Group,
24046,ORDER_114447,PROD_00577,1,348.41,0.0,348.41,348.41,Fashion,Woodard-Turner,
24047,ORDER_112417,PROD_00588,1,423.39,0.0,423.39,423.39,Fashion,Perry-Hanson,
24048,ORDER_112182,PROD_00130,0,116.26,0.0,116.26,0.0,Sports,Gonzales-Thomas,from_selling_price
24049,ORDER_119561,PROD_00202,3,158.91,0.0,158.91,476.73,Home & Kitchen,Evans PLC,
24050,ORDER_112116,PROD_00297,2,216.62,0.0,216.62,433.24,Sports,Smith and Sons,
24051,ORDER_105322,PROD_00354,2,779.11,0.0,779.11,1558.22,Beauty,"Cherry, May and Davis",
24052,ORDER_117183,PROD_00543,2,53.13,0.0,53.13,106.26,Electronics,Paul-Ramirez,
24053,ORDER_118823,PROD_00914,3,875.36,0.0,875.36,2626.08,Home & Kitchen,Kennedy-Hayes,
24054,ORDER_117374,PROD_00782,1,25.44,0.0,25.44,25.44,Sports,Jenkins PLC,
24055,ORDER_104599,PROD_00416,1,668.6,0.0,668.6,668.6,Books,Reilly-Lee,
24056,ORDER_110558,PROD_00660,3,340.83,0.15,289.7055,869.1164999999999,Books,Jones PLC,
24057,ORDER_101066,PROD_00323,3,699.57,0.0,699.57,2098.71,Fashion,Santos Inc,
24058,ORDER_110012,PROD_00687,4,899.66,0.06,845.6804,3382.7216,Fashion,Acosta and Sons,
24059,ORDER_113898,PROD_00833,2,265.68,0.0,265.68,531.36,Fashion,Stephens Ltd,
24060,ORDER_113733,PROD_00762,2,1214.03,0.0,1214.03,2428.06,Electronics,"Bishop, Hebert and Ramos",
24061,ORDER_119747,PROD_00485,6,732.86,0.0,732.86,4397.16,Beauty,Owens-Mahoney,
24062,ORDER_103396,PROD_00093,1,760.82,0.0,760.82,760.82,Home & Kitchen,"Waters, Vargas and Benton",
24063,ORDER_102885,PROD_00271,1,907.48,0.0,907.48,907.48,Home & Kitchen,"Lopez, Carpenter and Cruz",
24064,ORDER_109814,PROD_00220,1,338.21,0.0,338.21,338.21,Home & Kitchen,"Murphy, Levy and Vazquez",
24065,ORDER_109306,PROD_00699,1,911.81,0.0,911.81,911.81,BEAUTY,"Harris, Cameron and Weber",
24066,ORDER_114979,PROD_00407,3,536.09,0.0,536.09,1608.27,SPORTS,Bradford Group,
24067,ORDER_110885,PROD_00286,1,820.53,0.0,820.53,820.53,Fashion,"holden, zamora and reese",
24068,ORDER_109639,PROD_00300,1,1340.09,0.0,1340.09,1340.09,Books,Jackson-Hicks,
24069,ORDER_111143,PROD_00614,2,227.25,0.15,193.1625,386.325,Home & Kitchen,Brooks-Wyatt,
24070,ORDER_102284,PROD_00431,2,911.5,0.0,911.5,1823.0,Beauty,Dickerson PLC,
24071,ORDER_103259,PROD_00022,1,411.52,0.0,411.52,411.52,Fashion,Winters-Salinas,
24072,ORDER_100010,PROD_00041,1,518.15,0.17,430.06449999999995,430.06449999999995,Beauty,"Johnson, Garcia and Newton",
24073,ORDER_114459,PROD_00858,1,436.38,0.0,436.38,436.38,HOME & KITCHEN,Smith-Flores,
24074,ORDER_116437,PROD_00626,1,309.78,0.0,309.78,309.78,Books,Wilson Inc,
24075,ORDER_115157,PROD_00950,3,446.56,0.0,446.56,1339.68,Books,"Wells, Holt and Martinez",
24076,ORDER_119566,PROD_00874,3,167.86,0.0,167.86,503.58000000000004,BEAUTY,"Young, Hood and Fischer",
24077,ORDER_103799,PROD_00213,1,128.21,0.28,92.3112,92.3112,Books,Carr-Brown,
24078,ORDER_108030,PROD_00317,3,48.38,0.0,48.38,145.14000000000001,Electronics,"Sullivan, Rojas and Anderson",
24079,ORDER_116943,PROD_00318,2,310.61,0.0,310.61,621.22,Beauty,Davis Inc,
24080,ORDER_112009,PROD_00643,1,538.52,0.0,538.52,538.52,Fashion,Weaver and Sons,
24081,ORDER_109878,PROD_00339,1,95.77,0.0,95.77,95.77,Beauty,"Giles, Hayes and Pitts",
24082,ORDER_119382,PROD_00281,0,206.05,0.08,189.56600000000003,0.0,Electronics,Dunn-Nixon,from_selling_price
24083,ORDER_103060,PROD_00521,1,826.72,0.0,826.72,826.72,Electronics,"Campbell, Patton and Stewart",
24084,ORDER_108283,PROD_00808,4,1069.99,0.0,1069.99,4279.96,Beauty,Christensen PLC,
24085,ORDER_104956,PROD_00427,1,617.94,0.3,432.558,432.558,Beauty,drake-gonzalez,
24086,ORDER_117205,PROD_00734,1,91.0,0.0,91.0,91.0,Sports,"Davis, Bush and Hamilton",
24087,ORDER_115501,PROD_00198,1,539.41,0.0,539.41,539.41,Fashion,Brown and Sons,
24088,ORDER_100140,PROD_00292,2,615.76,0.0,615.76,1231.52,Electronics,"Lambert, Frank and Kramer",
24089,ORDER_105099,PROD_00642,1,136.27,0.0,136.27,136.27,Beauty,Morton-Gonzalez,
24090,ORDER_108088,PROD_00846,2,699.04,0.0,699.04,1398.08,Books,Livingston LLC,
24091,ORDER_109943,PROD_00249,2,440.41,0.0,440.41,880.82,Electronics,"Dickerson, Brooks and Bradshaw",
24092,ORDER_114527,PROD_00037,1,49.25,0.0,49.25,49.25,FASHION,"Johnson, Myers and Lopez",
24093,ORDER_100934,PROD_00999,3,477.41,0.0,477.41,1432.23,Books,"Herrera, Johnson and Turner",
24094,ORDER_108038,PROD_00801,3,627.93,0.0,627.93,1883.79,Home & Kitchen,Kane and Sons,
24095,ORDER_114196,PROD_00615,2,1126.15,0.0,1126.15,2252.3,Home & Kitchen,Carey LLC,
24096,ORDER_115244,PROD_00084,3,896.03,0.0,896.03,2688.09,Sports,Miller LLC,
24097,ORDER_113567,PROD_00104,1,438.81,0.0,438.81,438.81,Electronics,Chapman-Stevens,
24098,ORDER_117334,PROD_00384,1,12393.1,0.0,12393.1,12393.1,Beauty,"Lambert, Williams and Mendoza",
24099,ORDER_118097,PROD_00850,1,412.23,0.0,412.23,412.23,Beauty,Wood LLC,
24100,ORDER_112463,PROD_00286,1,820.53,0.08,754.8876,754.8876,Fashion,"holden, zamora and reese",
24101,ORDER_106204,PROD_00724,4,838.59,0.0,838.59,3354.36,Fashion,"Hopkins, Adams and Lee",
24102,ORDER_115114,PROD_00263,2,665.47,0.0,665.47,1330.94,Sports,"Thompson, Carter and Buckley",
24103,ORDER_111642,PROD_00335,2,955.48,0.0,955.48,1910.96,Fashion,Robbins Group,
24104,ORDER_113149,PROD_00240,1,888.49,0.0,888.49,888.49,Fashion,Cook-Bryant,
24105,ORDER_119119,PROD_00134,3,1224.09,0.0,1224.09,3672.2699999999995,Fashion,Nguyen-Fisher,
24106,ORDER_111560,PROD_00199,1,1139.88,0.0,1139.88,1139.88,Fashion,Brown LLC,
24107,ORDER_113616,PROD_00145,1,126.22,0.0,126.22,126.22,Fashion,Jordan Inc,
24108,ORDER_109409,PROD_00781,4,64.73,0.0,64.73,258.92,Sports,"Espinoza, Williams and Avila",
24109,ORDER_106895,PROD_00147,0,880.58,0.0,880.58,0.0,Books,Wilson Inc,from_selling_price
24110,ORDER_119304,PROD_00769,1,215.92,0.0,215.92,215.92,Fashion,"Moore, Lewis and Arellano",
24111,ORDER_110047,PROD_00505,1,951.91,0.0,951.91,951.91,Fashion,"Farrell, Williams and Rodriguez",
24112,ORDER_101695,PROD_00416,3,668.6,0.3,468.02,1404.06,Books,Reilly-Lee,
24113,ORDER_109041,PROD_00310,5,187.66,0.0,187.66,938.3,Beauty,Spencer Ltd,
24114,ORDER_111807,PROD_00050,3,117.82,0.17,97.79059999999998,293.37179999999995,Electronics,Delgado and Sons,
24115,ORDER_108613,PROD_00500,5,633.46,0.0,633.46,3167.3,Sports,"Singleton, Jacobs and Merritt",
24116,ORDER_106378,PROD_00370,2,195.35,0.12,171.908,343.816,Fashion,Bell and Sons,
24117,ORDER_109312,PROD_00633,1,0.0,0.0,0.0,0.0,Beauty,Harrison LLC,
24118,ORDER_118050,PROD_INVALID,2,511.09,0.0,511.09,1022.18,Home & Kitchen,Cummings Group,
24119,ORDER_111174,PROD_00592,1,83.08,0.0,83.08,83.08,Beauty,"kennedy, wright and underwood",
24120,ORDER_118767,PROD_00947,1,851.61,0.0,851.61,851.61,Books,Williams-Herman,
24121,ORDER_102360,PROD_00619,1,677.39,0.0,677.39,677.39,Sports,Atkinson Group,
24122,ORDER_107949,PROD_00455,2,712.16,0.0,712.16,1424.32,Electronics,Lopez-Pena,
24123,ORDER_107686,PROD_00073,3,231.89,0.0,231.89,695.67,Electronics,Hernandez-Harper,
24124,ORDER_118831,PROD_00762,1,1214.03,0.0,1214.03,1214.03,Electronics,"Bishop, Hebert and Ramos",
24125,ORDER_114281,PROD_00873,2,702.96,0.0,702.96,1405.92,Books,Wilson Inc,
24126,ORDER_112390,PROD_00653,1,461.97,0.0,461.97,461.97,Sports,Lawrence Ltd,
24127,ORDER_113674,PROD_00663,5,231.97,0.0,231.97,1159.85,Sports,Saunders PLC,
24128,ORDER_107248,PROD_00702,2,279.86,0.0,279.86,559.72,Sports,"Harris, Cantrell and Lopez",
24129,ORDER_108131,PROD_00032,1,182.91,0.0,182.91,182.91,Books,Torres-Padilla,
24130,ORDER_102930,PROD_00034,2,299.09,0.0,299.09,598.18,Fashion,Edwards Inc,
24131,ORDER_105556,PROD_00279,1,1449.22,0.0,1449.22,1449.22,Books,Hill-Hogan,
24132,ORDER_110703,PROD_00006,4,179.57,0.24,136.4732,545.8928,Fashion,"Brown, Mitchell and Wong",
24133,ORDER_115199,PROD_00050,1,117.82,0.21,93.0778,93.0778,Electronics,Delgado and Sons,
24134,ORDER_115727,PROD_00160,2,49.26,0.18,40.3932,80.7864,Electronics,Dunn-Nixon,
24135,ORDER_108947,PROD_00802,1,651.87,0.0,651.87,651.87,Fashion,"Phillips, Glass and Trujillo",
24136,ORDER_114038,PROD_00493,2,646.43,0.0,646.43,1292.86,FASHION,Beck-Steele,
24137,ORDER_106760,PROD_00798,2,78.5,0.0,78.5,157.0,Beauty,Camacho Ltd,
24138,ORDER_102164,PROD_00246,1,955.08,0.0,955.08,955.08,Home & Kitchen,Kelly PLC,
24139,ORDER_115282,PROD_00213,2,128.21,0.0,128.21,256.42,Books,Carr-Brown,
24140,ORDER_108572,PROD_00450,2,1000.19,0.0,1000.19,2000.38,Home & Kitchen,Smith PLC,
24141,ORDER_101414,PROD_00064,1,1083.22,0.0,1083.22,1083.22,Fashion,Mason and Sons,
24142,ORDER_117178,PROD_00332,1,855.91,0.0,855.91,855.91,Beauty,"Phillips, Wilson and Jackson",
24143,ORDER_106104,PROD_00614,4,227.25,0.0,227.25,909.0,Home & Kitchen,Brooks-Wyatt,
24144,ORDER_117416,PROD_INVALID,2,233.61,0.0,233.61,467.22,Electronics,Williamson-Brown,
24145,ORDER_107908,PROD_00119,3,56.36,0.08,51.8512,155.5536,Books,Williamson-Lutz,
24146,ORDER_114316,PROD_00044,1,783.95,0.12,689.8760000000001,689.8760000000001,Home & Kitchen,White PLC,
24147,ORDER_100542,PROD_00399,3,227.8,0.0,227.8,683.4000000000001,Electronics,Kelly-Gonzales,
24148,ORDER_112267,PROD_00802,4,651.87,0.0,651.87,2607.48,Fashion,"Phillips, Glass and Trujillo",
24149,ORDER_100566,PROD_00865,2,322.88,0.0,322.88,645.76,Beauty,Morton-Gonzalez,
24150,ORDER_107591,PROD_00640,2,646.49,0.0,646.49,1292.98,Fashion,Brown LLC,
24151,ORDER_118538,PROD_00251,2,815.09,0.0,815.09,1630.18,Books,Sutton PLC,
24152,ORDER_111223,PROD_00987,3,651.33,0.0,651.33,1953.9900000000002,Sports,Spence-Adams,
24153,ORDER_118209,PROD_00399,1,227.8,1.0,0.0,0.0,Electronics,Kelly-Gonzales,from_selling_price
24154,ORDER_103912,PROD_00893,2,1131.69,0.0,1131.69,2263.38,Home & Kitchen,Larson Ltd,
24155,ORDER_104415,PROD_00662,1,663.22,0.11,590.2658,590.2658,Home & Kitchen,Gonzales-Anthony,
24156,ORDER_110151,PROD_00103,4,674.76,0.0,674.76,2699.04,Sports,Ortiz-Phillips,
24157,ORDER_118902,PROD_00922,1,516.79,0.0,516.79,516.79,Home & Kitchen,Ortiz-Cox,
24158,ORDER_117893,PROD_00459,2,673.12,0.0,673.12,1346.24,Fashion,"Hudson, Howard and Hernandez",
24159,ORDER_114929,PROD_00314,1,118.49,0.0,118.49,118.49,Books,Henderson Ltd,
24160,ORDER_117976,PROD_00863,1,850.76,0.0,850.76,850.76,Beauty,Herrera PLC,
24161,ORDER_113013,PROD_00976,2,85.86,0.0,85.86,171.72,Fashion,"Harris, Peters and Brady",
24162,ORDER_101337,PROD_00332,5,855.91,0.0,855.91,4279.55,Beauty,"Phillips, Wilson and Jackson",
24163,ORDER_102452,PROD_00418,2,655.98,0.0,655.98,1311.96,Electronics,Hill PLC,
24164,ORDER_106988,PROD_00303,3,446.83,0.29,317.24929999999995,951.7478999999998,Beauty,"Lewis, Steele and Mccoy",
24165,ORDER_102977,PROD_00249,1,440.41,0.0,440.41,440.41,Electronics,"Dickerson, Brooks and Bradshaw",
24166,ORDER_105115,PROD_00057,2,765.28,0.0,765.28,1530.56,Electronics,Murphy-Daniels,
24167,ORDER_107834,PROD_00319,1,211.45,0.0,211.45,211.45,BEAUTY,Kim-Huff,
24168,ORDER_103074,PROD_00588,0,423.39,0.0,423.39,0.0,Fashion,Perry-Hanson,from_selling_price
24169,ORDER_100252,PROD_00331,2,576.73,0.0,576.73,1153.46,Books,"Thompson, Castillo and Bolton",
24170,ORDER_116158,PROD_00402,1,376.26,0.0,376.26,376.26,Home & Kitchen,"Acevedo, Perez and Medina",
24171,ORDER_112048,PROD_00226,1,586.84,0.0,586.84,586.84,Fashion,Brown LLC,
24172,ORDER_106231,PROD_00494,1,919.59,0.0,919.59,919.59,Sports,Ellis-Thompson,
24173,ORDER_104311,PROD_00710,1,0.0,0.0,0.0,0.0,Fashion,Hernandez Inc,
24174,ORDER_105998,PROD_00470,2,430.54,0.0,430.54,861.08,Books,"Davis, Gomez and Ibarra",
24175,ORDER_118902,PROD_00331,1,576.73,0.0,576.73,576.73,Books,"Thompson, Castillo and Bolton",
24176,ORDER_118900,PROD_00109,1,59.05,0.0,59.05,59.05,Electronics,"Cochran, Johnson and Lee",
24177,ORDER_105381,PROD_00693,1,466.49,0.12,410.51120000000003,410.51120000000003,Electronics,Crawford LLC,
24178,ORDER_105552,PROD_00386,2,197.84,0.0,197.84,395.68,Fashion,"Higgins, Pearson and Sullivan",
24179,ORDER_100359,PROD_00906,1,662.7,0.0,662.7,662.7,Books,"Fleming, Hammond and Luna",
24180,ORDER_113532,PROD_00765,1,318.36,0.0,318.36,318.36,Electronics,"Buckley, Stewart and Carney",
24181,ORDER_115316,PROD_00103,1,674.76,0.0,674.76,674.76,Sports,Ortiz-Phillips,
24182,ORDER_104970,PROD_00483,1,640.88,0.0,640.88,640.88,Books,Franklin PLC,
24183,ORDER_104206,PROD_00855,3,448.45,0.0,448.45,1345.35,Sports,Moran and Sons,
24184,ORDER_113819,PROD_00010,1,309.42,0.13,269.1954,269.1954,Fashion,Brown LLC,
24185,ORDER_108758,PROD_00339,4,95.77,0.0,95.77,383.08,Beauty,"Giles, Hayes and Pitts",
24186,ORDER_107366,PROD_00226,2,586.84,0.0,586.84,1173.68,Fashion,Brown LLC,
24187,ORDER_101836,PROD_00474,3,378.09,0.0,378.09,1134.27,Home & Kitchen,Simmons Ltd,
24188,ORDER_114707,PROD_00961,2,484.19,0.0,484.19,968.38,Electronics,"Barnes, Ortiz and David",
24189,ORDER_117652,PROD_00074,1,1004.65,0.0,1004.65,1004.65,Sports,"Stokes, Foster and Mitchell",
24190,ORDER_109197,PROD_00577,2,348.41,0.0,348.41,696.82,Fashion,Woodard-Turner,
24191,ORDER_INVALID,PROD_INVALID,2,231.68,0.0,231.68,463.36,Home & Kitchen,Rojas-Ayala,
24192,ORDER_118922,PROD_00369,1,643.25,0.0,643.25,643.25,Electronics,Harris and Sons,
24193,ORDER_112546,PROD_00031,1,394.65,0.0,394.65,394.65,Sports,Bradley LLC,
24194,ORDER_111975,PROD_00588,1,423.39,0.0,423.39,423.39,Fashion,Perry-Hanson,
24195,ORDER_109259,PROD_00471,2,559.39,0.0,559.39,1118.78,Beauty,Lynch-Hernandez,
24196,ORDER_111692,PROD_00766,2,46.65,0.0,46.65,93.3,Sports,"Davis, King and Becker",
24197,ORDER_115285,PROD_00610,2,1287.81,0.0,1287.81,2575.62,Electronics,Williams-Murray,
24198,ORDER_109559,PROD_00072,1,0.0,0.0,0.0,0.0,Fashion,Wolf Group,
24199,ORDER_107561,PROD_00911,2,631.65,0.0,631.65,1263.3,Beauty,"Martin, Crosby and Orr",
24200,ORDER_109325,PROD_00802,1,651.87,0.0,651.87,651.87,Fashion,"Phillips, Glass and Trujillo",
24201,ORDER_119410,PROD_00621,1,895.85,0.17,743.5554999999999,743.5554999999999,Sports,"Jennings, Nicholson and Clark",
24202,ORDER_102986,PROD_00386,4,197.84,0.0,197.84,791.36,Fashion,"Higgins, Pearson and Sullivan",
24203,ORDER_118953,PROD_00670,4,708.7,0.0,708.7,2834.8,Fashion,Brown LLC,
24204,ORDER_102984,PROD_00034,3,299.09,0.0,299.09,897.27,Fashion,Edwards Inc,
24205,ORDER_103161,PROD_00971,1,857.71,0.0,857.71,857.71,Electronics,Brooks-Rios,
24206,ORDER_106686,PROD_00583,1,463.11,0.0,463.11,463.11,Sports,Smith and Sons,
24207,ORDER_103289,PROD_00896,2,0.0,0.0,0.0,0.0,Home & Kitchen,Gutierrez Inc,
24208,ORDER_111173,PROD_00602,1,695.98,0.0,695.98,695.98,Electronics,Todd Group,
24209,ORDER_104459,PROD_00929,1,15.01,0.0,15.01,15.01,Books,Johns Ltd,
24210,ORDER_111466,PROD_00597,1,207.41,0.0,207.41,207.41,Sports,Smith and Sons,
24211,ORDER_104861,PROD_00634,2,700.06,0.0,700.06,1400.12,Books,Moody-Bowen,
24212,ORDER_107483,PROD_00472,1,536.93,0.0,536.93,536.93,Beauty,Lewis-Smith,
24213,ORDER_110862,PROD_00134,3,1224.09,0.0,1224.09,3672.2699999999995,Fashion,Nguyen-Fisher,
24214,ORDER_104193,PROD_00647,2,282.93,0.0,282.93,565.86,Electronics,"Ellis, Hamilton and Rangel",
24215,ORDER_107866,PROD_00403,2,401.94,0.0,401.94,803.88,Electronics,Rojas-Fernandez,
24216,ORDER_119047,PROD_00543,2,53.13,0.0,53.13,106.26,Electronics,Paul-Ramirez,
24217,ORDER_105882,PROD_00718,1,808.94,0.0,808.94,808.94,Home & Kitchen,"Hines, West and Davis",
24218,ORDER_106296,PROD_00799,0,287.93,0.0,287.93,0.0,Electronics,Dunn-Nixon,from_selling_price
24219,ORDER_119347,PROD_00127,2,667.99,0.17,554.4317,1108.8634,Beauty,mccarthy plc,
24220,ORDER_108788,PROD_00110,2,347.88,0.0,347.88,695.76,Electronics,Lowe-Turner,
24221,ORDER_110288,PROD_00218,2,842.09,0.13,732.6183,1465.2366,Books,"Thornton, Wagner and Burch",
24222,ORDER_100000,PROD_00028,1,800.78,0.0,800.78,800.78,Electronics,"Wilson, Fitzgerald and Archer",
24223,ORDER_102015,PROD_00422,3,567.22,0.0,567.22,1701.66,Beauty,Marks-Lynch,
24224,ORDER_113729,PROD_00571,3,1029.82,0.0,1029.82,3089.46,Sports,Ochoa-Baker,
24225,ORDER_112567,PROD_00669,1,799.43,0.0,799.43,799.43,Sports,"Robinson, Davis and Carter",from_selling_price
24226,ORDER_115876,PROD_00558,1,1309.25,0.0,1309.25,1309.25,Home & Kitchen,"Clarke, Dominguez and Smith",
24227,ORDER_111521,PROD_00335,1,955.48,0.0,955.48,955.48,Fashion,Robbins Group,
24228,ORDER_114161,PROD_00472,3,536.93,0.0,536.93,1610.79,Beauty,Lewis-Smith,
24229,ORDER_112308,PROD_00379,1,69.04,0.0,69.04,69.04,Sports,Oneal and Sons,
24230,ORDER_110215,PROD_INVALID,1,354.93,0.0,354.93,354.93,FASHION,"Bolton, Brooks and Gomez",
24231,ORDER_102656,PROD_00411,3,31.14,0.0,31.14,93.42,Books,Armstrong and Sons,
24232,ORDER_118092,PROD_00515,3,255.52,0.0,255.52,766.5600000000001,Books,Diaz-Davis,
24233,ORDER_115362,PROD_00445,7,403.56,0.0,403.56,2824.92,Home & Kitchen,Parsons PLC,
24234,ORDER_107543,PROD_00017,1,303.63,0.0,303.63,303.63,Sports,Washington-Page,
24235,ORDER_102945,PROD_00703,1,210.22,0.05,199.709,199.709,Beauty,"Taylor, Turner and Henry",
