product_id,product_name,main_category,subcategory,brand,cost_price,selling_price,profit_margin,weight_kg,dimensions,stock_quantity,supplier,rating,description,is_active
PROD_00500,Polarized zero tolerance leverage,Sports,Fitness Equipment,"Singleton, Jacobs and Merritt",487.24,633.46,146.22,1.33,43x47x5,54,Thomas LLC,3.4,"Forward but poor eye. Again anything affect act sing author likely page.
Subject work military catch.",True
PROD_00501,Expanded 24hour focus group,Electronics,Cameras,Gould-Guerrero,427.46,920.37,492.91,4.66,19x49x6,32,"James, Graham and Long",4.0,Star official give education summer. Capital sport daughter skill write great bad. Enter move mean church. Never official because eight east hour number.,True
PROD_00502,Configurable logistical standardization,Books,Fiction,"Lawson, Sawyer and Smith",475.96,939.66,463.7,1.01,29x6x47,46,Russell-Gallagher,5.0,"Company coach animal morning huge. Right often today again inside address.
Fly spend Mrs imagine better process man. Material action direction manager. However cold spring understand.",True
PROD_00503,Organized foreground parallelism,Beauty,Fragrances,Robinson Group,359.1,822.76,463.66,-1.0,24x6x45,45,"Cantrell, Henry and Edwards",3.8,Offer until north. Themselves consumer green memory decide. Create my operation past partner number.,True
PROD_00504,Front-line 24/7 leverage,Sports,Fitness Equipment,Lindsey PLC,460.91,723.08,262.17,4.7,15x9x9,9,Patrick LLC,3.5,Certainly political street bring thing also science. Treat give box could already if. That method base dark.,True
PROD_00505,Enterprise-wide encompassing functionalities,Fashion,Watches,"Farrell, Williams and Rodriguez",355.89,951.91,596.02,6.25,40x14x36,89,Taylor Ltd,3.6,Provide investment yeah lawyer reason. His media land skin.,True
PROD_00506,Re-contextualized human-resource access,Home & Kitchen,Kitchen Appliances,Davis PLC,259.33,581.8,322.47,2.14,6x46x40,32,"Fox, Smith and Patterson",4.4,"Model anyone them fight college Mr. Writer forget put ground process.
Final keep theory meet factor. Morning condition program marriage director center commercial.",True
PROD_00507,Operative next generation function,Home & Kitchen,Home Decor,Reed PLC,283.74,362.87,79.13,8.86,47x47x44,73,"Miller, Rosario and Smith",4.2,"News report design six they management. Place then do finally physical cut.
Source own ball similar foot. Event way short develop other may would. Image keep character plan.",True
PROD_00508,Object-based bandwidth-monitored software,Electronics,Smartphones,,305.65,740.36,434.71,3.96,30x25x39,48,Martinez Group,3.3,"Recently between stop here general. Pull stand possible almost only.
Lead such difficult site service trip hundred recently. Here black together grow. Through campaign conference hospital pull eat.",True
PROD_00509,Universal national neural-net,Home & Kitchen,Kitchen Appliances,"Lee, Nichols and Garcia",222.42,455.28,232.86,9.42,45x42x18,39,"Jacobs, Vazquez and Foster",3.3,"Public others girl morning music. Seven capital floor I skill activity quite.
Deal less view far rock involve want up. None your development study can debate.",True
PROD_00510,Implemented composite concept,Electronics,Tablets,"Morris, Marshall and Morgan",121.94,360.91,238.97,740.0,31x20x36,41,"Garcia, Thomas and Brown",5.0,Real everyone career book star space base. Expect American and. Short support discover fire. Act sign career really.,True
PROD_00511,Pre-emptive local structure,Fashion,Clothing,Johnson Inc,352.29,770.69,418.4,0.25,15x25x29,30,Richardson Ltd,3.7,"Should most commercial step place likely. Word summer plant oil loss. Board anyone newspaper teacher yeah agreement.
Over job song perform give. Author civil describe more style kid.",True
PROD_00512,Compatible global open system,Beauty,Skincare,"Ruiz, Lee and Shea",195.35,549.3,353.95,1.51,46x24x18,40,Coleman-White,4.1,"Understand machine write above hard heavy system. American like card need.
Business song customer maintain approach. Wonder reflect pressure identify challenge lawyer.",False
PROD_00513,Switchable discrete interface,Electronics,Cameras,"Simmons, Clark and Dalton",259.03,351.79,92.76,0.59,47x32x45,69,"Harrell, Hatfield and Johnson",4.7,Our scientist represent win what tend. Because traditional seek evening bad. Toward meet already how operation school. Morning art six actually other.,True
PROD_00514,Networked real-time policy,Fashion,Watches,"Austin, Waters and Brown",108.82,231.98,123.16,3.84,24x21x46,77,Garza Inc,3.9,"Move voice require team lot. Structure agency listen have argue father. Member always of almost.
Like far draw southern laugh. Avoid practice what.",True
PROD_00515,Vision-oriented asynchronous initiative,Books,Educational,Diaz-Davis,93.55,255.52,161.97,4.08,38x42x24,46,"Moore, Henry and Williams",4.7,"Well scientist pick simple real. Family price thing usually price way public instead.
Move speech training race sure first. Particularly prove carry join.
Apply also start measure entire.",True
PROD_00516,Polarized zero tolerance product,Home & Kitchen,Lighting,"Mills, Osborne and Franklin",342.8,0.0,227.36,2.49,39x26x10,46,Chambers and Sons,3.4,"Education name method involve direction production authority. Sense now himself middle.
Pm particularly audience. Success like enough card. During all practice show ever.",True
PROD_00517,Expanded dedicated neural-net,SPORTS,Outdoor Gear,"Johnson, Mills and Horton",83.68,194.45,110.77,8.66,30x35x35,33,"Clark, Smith and Jenkins",3.2,"Such population such scientist. Serious tough site middle list soldier happy. Relate necessary area development out.
Citizen coach argue agency standard. Six investment authority leg important.",True
PROD_00518,Polarized logistical initiative,Home & Kitchen,Kitchen Appliances,King Group,430.57,852.38,421.81,4.17,12x13x15,16,Duran PLC,3.2,Recent democratic find. Sometimes listen run half eat rock. Building detail son stay value.,True
PROD_00519,Business-focused multi-state attitude,Sports,Fitness Equipment,Ball-Ward,273.66,457.78,184.12,9.35,47x33x14,10,Chen and Sons,4.1,Else within moment want beyond mouth. Under structure TV hold political since knowledge mention. As money section popular remain assume.,True
PROD_00520,Open-architected 24hour toolset,Fashion,Accessories,Lewis LLC,283.65,430.28,146.63,1.5,7x5x15,53,Rodriguez Inc,4.5,"He across bit leave. Ten television attack open another within leg. Fund from art if this head down.
Tonight than history military rich new. Attack work a about. Until sense star arm structure.",True
PROD_00521,Down-sized leadingedge application,Electronics,Smartphones,"Campbell, Patton and Stewart",364.43,826.72,462.29,0.32,38x15x13,95,Long LLC,4.5,"Miss involve total better billion. Republican Democrat school simply system. Baby government must how detail.
Remain job then down. Against perform reach close total hand conference realize.",True
PROD_00522,Extended background capacity,Sports,Outdoor Gear,Yang-Davis,402.23,1151.54,749.31,341.0,45x14x40,41,Bradford-Butler,3.7,"Evening party bank onto including. Tv right draw couple ground. For impact bed mission clearly. View very design land.
Follow upon large represent system. Partner investment prevent begin material.",True
PROD_00523,Cloned incremental challenge,Sports,Fitness Equipment,Deleon Group,70.86,155.31,84.45,1.14,15x5x48,82,"Benjamin, Banks and Hall",4.0,"Eye put box each near manage do. Imagine forget process son.
Just administration author peace. Present morning move learn sing hard entire.",True
PROD_00524,Reduced motivating parallelism,SPORTS,Outdoor Gear,Morrison-Mcintyre,422.11,668.82,246.71,1.6,9x14x40,43,"Young, Davis and Reeves",4.1,Activity go box speak Congress rest. Probably arrive everybody now fish. Traditional improve apply east require success thousand.,True
PROD_00525,Proactive fault-tolerant Local Area Network,Electronics,Headphones,"Lopez, Williams and Blanchard",167.45,412.15,244.7,6.82,37x14x49,52,Smith-Wright,3.5,"Grow prove performance person. Service improve without better course.
Treatment usually tonight of development. From staff onto get throughout everybody. With figure interesting already.",True
PROD_00526,Optimized 24/7 success,Sports,Team Sports,Pitts-Holt,184.88,546.7,361.82,5.52,49x21x42,54,Pearson-Young,3.5,Recognize start several in six. Lot kid turn usually. Whose me material receive step beautiful choice.,True
PROD_00527,Optimized 3rdgeneration circuit,Home & Kitchen,Furniture,Salazar-Carroll,217.54,585.24,367.7,7.04,46x38x39,74,Chandler Inc,4.3,Begin cup stage let baby. Bed former property floor. Fall huge church best.,True
PROD_00528,Cross-platform empowering parallelism,Electronics,Cameras,Rogers-Snyder,125.37,156.16,30.79,5.08,45x23x40,35,"Mendez, Gomez and Bauer",3.6,"Economic food building see around public whole place.
Democrat people news health home yourself day. Rich job morning technology. Interesting year effort million record.",True
PROD_00529,Re-contextualized system-worthy core,Electronics,Tablets,Martinez PLC,251.88,645.61,393.73,6.49,39x46x6,62,Patterson PLC,4.4,"Bag important officer risk indeed recent six color.
Including author sense social name. Approach without trade.
Source off some skin small. Run here she voice officer nice country.",True
PROD_00530,Re-contextualized transitional groupware,Fashion,Clothing,Harmon-Hayes,451.99,893.26,441.27,9.08,11x29x37,53,"Ramos, Rivera and Meyer",4.8,"Yes rich stay present. Positive last bill number character. Natural chair military indicate be.
Between value sign free. At information the commercial Mr run.",True
PROD_00531,Ergonomic bandwidth-monitored toolset,BOOKS,Fiction,House Group,88.92,115.41,26.49,4.22,41x23x44,60,"Bauer, Day and Garcia",3.7,"Threat but total agency. Civil manage everybody sister practice alone watch.
Buy kitchen image book. Letter politics eye worker before. Kid task dream clear various friend right only.",True
PROD_00532,Fully-configurable content-based task-force,Home & Kitchen,Furniture,Ramirez PLC,212.79,279.53,66.74,1.3,43x40x31,49,"Charles, Small and Clark",4.8,Own number commercial agreement have laugh picture plant. Side sea item. Stage avoid get notice voice though thus executive.,True
PROD_00533,Universal interactive software,Books,Non-Fiction,"Adams, Henry and Velazquez",301.63,484.42,182.79,9.04,48x16x35,11,Levine-Thompson,3.0,"Whose ever quite. Little movie war may play.
Star by budget. Challenge more record whose very your note.
Leader position various available know quality.",True
PROD_00534,Quality-focused transitional emulation,Books,Fiction,Patton-Castillo,411.07,606.43,195.36,0.94,32x12x25,101,Johnson PLC,3.8,"Quickly need citizen.
Best environment structure total lay sell.
Common war each claim color. Actually nothing fire market both. Then move miss large then make.",True
PROD_00535,Right-sized transitional function,Beauty,Hair Care,Morton-Gonzalez,285.68,849.13,563.45,8.79,47x26x46,60,Wallace Group,4.5,"Traditional program include end mother successful term. Born share establish give think even air.
Bill alone money. Stage tell lot follow start so.",True
PROD_00536,Visionary well-modulated database,Fashion,Watches,Jefferson Group,218.98,635.89,416.91,76.0,41x34x36,35,"Rodriguez, Montgomery and Holloway",4.6,"Visit friend mouth believe none member. Mind land serious series whether offer.
Feeling close anything. Friend result natural boy song hand money. Become reveal practice interview accept.",True
PROD_00537,Optimized global framework,Beauty,Skincare,Patrick-Robinson,448.83,1167.33,718.5,0.88,16x10x31,42,Snyder LLC,3.3,"Perform trip give.
Not or research. Get event environment white later from hold. Form answer you speech above involve section learn.",True
PROD_00538,Public-key content-based moratorium,Home & Kitchen,Furniture,,172.83,425.03,252.2,4.39,10x47x23,55,Bartlett-Anderson,5.0,"Sure also measure arrive cold offer. Job piece charge should plan here garden late.
Western population blood question government partner. Approach develop feeling get word store.",True
PROD_00539,Multi-lateral 24/7 installation,Books,Non-Fiction,Ward Group,28.99,69.5,40.51,5.9,14x34x20,38,Schmidt-Jackson,,"Add force necessary. Opportunity once manager center. Effort at position listen. Real especially account.
Religious traditional performance let ten eat society. Big home land participant act.",True
PROD_00540,Balanced actuating website,Beauty,Makeup,"Powell, Rodriguez and Grant",36.8,72.46,35.66,4.38,44x36x49,56,Smith Ltd,3.3,"Minute type light age quality themselves do. Human local else glass.
Receive describe individual. Rich under money food magazine share. Class break compare per political price whom.",True
PROD_00541,Multi-channeled upward-trending utilization,Sports,Team Sports,"Vance, Lee and Hernandez",494.06,1112.51,618.45,2.96,6x48x10,74,Mcgee LLC,4.8,"Lose decide movie about job stay. State church middle shake great loss test.
Agency believe fly debate small. Hotel issue southern technology throw player daughter report.",True
PROD_00542,Robust context-sensitive flexibility,Beauty,Fragrances,Mclean-Knight,290.86,357.42,66.56,5.4,29x33x44,48,Matthews PLC,3.6,"Listen respond red.
Star live protect conference kind who address line. Land huge peace activity. Sense American remain throughout record central side.",True
PROD_00543,Team-oriented 24hour customer loyalty,Electronics,Smartphones,Paul-Ramirez,34.02,53.13,19.11,4.54,48x19x6,34,Moody-Cervantes,4.1,"Book apply look wrong. Beautiful suggest short court. Opportunity admit write either until.
Bit describe determine. Pull page past follow despite ahead. East all officer yes management magazine.",True
PROD_00544,Multi-tiered high-level implementation,Fashion,Watches,"Flowers, Sanchez and Hayes",340.69,460.5,119.81,4.9,7x9x31,46,Hawkins LLC,3.8,"Expect worker whose religious recognize. Knowledge hundred every century media chair.
Need there traditional. Easy both increase throughout such artist air yourself.",True
PROD_00545,Triple-buffered solution-oriented workforce,Electronics,Smartphones,Abbott Group,125.98,336.61,210.63,1.06,44x26x43,86,Mills-Cruz,4.9,Off add end week land. Meeting like piece two oil traditional charge. Need front final anyone.,True
PROD_00546,Vision-oriented bifurcated adapter,Sports,Fitness Equipment,"Mcdonald, Nicholson and Conrad",271.65,518.97,247.32,1.33,29x44x43,61,Morrison PLC,4.9,Interest senior foot a behavior. Third must believe another hope stage.,True
PROD_00547,Extended fresh-thinking workforce,Sports,Team Sports,Hudson Group,291.29,607.17,315.88,5.89,35x16x15,52,Martinez and Sons,3.5,"Pay watch support market service suggest. Town reduce next national.
Operation event loss nothing.
Who way natural piece figure always water. Camera hospital carry effect Mrs.",True
PROD_00548,Devolved regional product,Electronics,Laptops,Garcia-Jones,268.77,349.36,80.59,3.29,30x8x35,51,"Mueller, Schmitt and Miller",4.8,"Including most then myself never. Here also with send. Painting music suggest author decide north sound.
Happy leader at forget blue. Party structure firm.",True
PROD_00549,Intuitive heuristic definition,Sports,Fitness Equipment,Smith-Best,405.48,681.54,276.06,3.71,36x28x41,48,Liu-Owens,3.2,"Sing old hand. News method thus reality save parent. Inside four through economic.
Peace consumer happen woman effect. Business floor meet which center.",True
PROD_00550,Sharable context-sensitive moderator,Electronics,Cameras,Atkins LLC,43.31,75.24,31.93,2.08,11x22x40,0,Woods-Mcbride,3.3,"Plan myself several art the weight.
Central finish election race middle authority. Off professional rather painting. Analysis seven type eye know.",True
PROD_00551,Switchable dynamic throughput,Electronics,Smartphones,,64.1,189.9,125.8,8.14,22x23x16,39,Allen-Davis,3.5,"Build marriage education. Blood end modern several.
Imagine view method top manage. Choose five point including week. Security interview number down various per them.",True
PROD_00552,Persevering solution-oriented protocol,Home & Kitchen,Lighting,Gutierrez-Marsh,324.49,661.71,337.22,1.7,42x40x21,107,"Davis, Munoz and Gonzales",4.6,"Billion nice age hospital though. Enter move sometimes condition. Then two myself response take sound garden.
Whole positive into happen. Style skill reduce especially effect price country fire.",True
PROD_00553,Synergized modular monitoring,Books,Children Books,Snyder LLC,294.37,529.66,235.29,3.96,37x28x25,32,"Ferguson, Jones and Ward",3.3,"Statement return listen room area friend already above. Bank prove it her food six. Son property hard be official.
Boy tend three subject treatment. Myself current throw real just six I.",True
PROD_00554,Function-based next generation intranet,Electronics,Headphones,"Mendoza, Rogers and Blair",219.46,483.56,264.1,1.12,29x34x36,80,Tran Inc,4.5,Find radio stock level land than year. Significant ask ahead partner.,True
PROD_00555,Persistent next generation encoding,Beauty,Fragrances,Vaughn PLC,330.03,986.99,656.96,6.44,7x15x13,50,Butler-Calhoun,3.0,"Condition walk for often ever voice consumer whole. Place sometimes those though return suddenly.
Size effort never. Live city goal. Congress because performance him may explain.",True
PROD_00556,Seamless homogeneous adapter,Fashion,Accessories,Martin-Mills,209.39,439.83,230.44,6.46,34x45x27,54,Dickerson-Frey,3.9,Between and spend join. Risk radio rather left. Human that surface fast record. Though TV suffer attention participant hair gas.,True
PROD_00557,Front-line secondary function,Beauty,Skincare,Bender LLC,427.94,1148.91,720.97,8.93,24x41x22,15,Lewis Group,4.6,Land range join prepare. Compare movie inside avoid clear successful air. Assume month month heavy pick. Over avoid partner piece.,True
PROD_00558,Decentralized intermediate task-force,Home & Kitchen,Furniture,"Clarke, Dominguez and Smith",485.38,1309.25,823.87,-100.0,18x39x24,30,"Howard, Donaldson and Larsen",3.0,Special story dinner whose remain we. Return daughter drug. Material third difference debate.,True
PROD_00559,Advanced holistic support,Fashion,Shoes,Smith Inc,223.47,466.05,242.58,7.86,37x17x47,30,Smith Group,3.9,Tough positive various for his. Surface interesting play power particularly other you area. Study keep at study accept. Stand easy government outside morning.,True
PROD_00560,Open-source zero administration throughput,Books,Fiction,,105.41,227.65,122.24,4.04,42x48x47,51,Myers PLC,,"A bill bag position yeah wear. Something reflect response song American least. Home stock think media be crime.
Would city him baby mean. Together watch must chance value. Manage identify no.",True
PROD_00561,Upgradable asymmetric concept,Books,Children Books,Perry-Bennett,127.93,298.08,170.15,-1.0,31x22x9,58,Gibbs-Espinoza,3.4,Represent risk top knowledge. Worker increase too standard movie few culture this. Community cut only when character stop lay. Type whole phone magazine those major need.,True
PROD_00562,Centralized actuating service-desk,Electronics,Headphones,Roberts Group,369.03,581.84,212.81,8.28,6x5x14,-50,"Taylor, Lewis and Brooks",4.2,Development crime source base how as. Our east like his. Sister on while.,True
PROD_00563,Cross-platform 4thgeneration access,Home & Kitchen,Lighting,"Dunlap, Johnson and Alvarado",280.43,704.31,423.88,2.49,27x28x35,27,"Porter, Reeves and Coffey",4.7,Per reduce determine themselves here office yard word. Agency rate establish reveal meeting on.,True
PROD_00564,Front-line 24hour portal,Beauty,Makeup,Shaw and Sons,225.73,559.32,333.59,1.6,21x31x35,71,"Carter, Petersen and Munoz",3.5,Beautiful discuss tree east. Fish east seven rate happy month health. Baby possible have though kind detail important. Pick ball debate nation.,True
PROD_00565,Reverse-engineered directional process improvement,Beauty,Skincare,Blair-Fisher,429.47,611.62,182.15,2.03,18x38x45,83,"Mercer, Gonzales and Turner",4.1,"Son money letter quality type.
Just civil fall him involve fill. Develop return medical entire bit coach others.",True
PROD_00566,Enhanced asynchronous moderator,Sports,Team Sports,"Gray, Reid and Moreno",275.94,529.45,253.51,4.84,7x47x21,70,Taylor and Sons,4.0,"Require some certainly over. Whose future must store.
Discover course size information attention Mrs. Party every foreign Republican.",True
PROD_00567,Phased bi-directional implementation,Electronics,Headphones,"Gibbs, Johnson and Chambers",181.38,379.97,198.59,5.6,9x14x30,56,Wilson Inc,4.0,"Economy TV happen ahead. Attack should focus.
Line type senior middle. Bill rest soldier film play.",True
PROD_00568,Intuitive human-resource instruction set,Sports,Fitness Equipment,Smith-Taylor,242.33,403.95,161.62,5.53,5x13x26,35,"Beltran, Lewis and Tapia",4.2,"Fear debate room. So remain maybe. First single century high this safe.
By class whom author firm actually understand.
Tough result often suffer. Fund total growth truth picture.",True
PROD_00569,Enterprise-wide regional functionalities,HOME & KITCHEN,Furniture,"Beard, Mccarthy and French",140.85,357.62,216.77,6.74,46x46x18,77,Meza-Rogers,4.4,"Happy could also mouth network gun play.
Must may performance on education main. Understand also offer them. His recognize machine in mention stage society.",True
PROD_00570,Function-based 24hour collaboration,Books,Children Books,Wagner-Kelley,234.66,419.17,184.51,6.11,33x44x16,68,Schroeder LLC,4.9,"Speak hour admit. Recently front term provide. Civil low learn drive local.
Easy by force simple. Hand side term through so record close.",False
PROD_00571,Virtual tertiary open system,Sports,Outdoor Gear,Ochoa-Baker,394.58,1029.82,635.24,5.49,5x7x43,51,"Mayo, Williams and Moyer",3.1,Page second across reveal final. Stuff its clearly factor force. Bit listen need because defense science military.,False
PROD_00572,Reduced well-modulated leverage,Home & Kitchen,Home Decor,White Group,190.21,463.89,273.68,6.62,38x20x47,86,Patterson-Powell,4.3,"Sport know people reveal explain. Home site building effort scene money.
Ask my young campaign clearly. Lose write real parent prove run behind. Realize short particularly ask.",True
PROD_00573,Optimized mission-critical alliance,Electronics,Headphones,Harris PLC,419.35,626.71,207.36,-100.0,35x41x28,68,Pratt-Gonzales,,"Career see consumer explain wind doctor. Agency fear west rich find movement appear decision.
Such here red begin sit account series president. Soon light up ball write return once.",True
PROD_00574,Progressive impactful help-desk,Electronics,Tablets,Johnson-Harris,41.74,65.74,24.0,7.18,30x18x39,55,Nguyen-Morales,4.3,Score side impact from chair best. Go stage language indicate hour value. Raise adult maybe trial sit record.,True
PROD_00575,Reduced needs-based matrices,Home & Kitchen,Kitchen Appliances,"Pennington, Wright and Holloway",107.83,171.09,63.26,6.31,7x30x25,29,Randolph LLC,3.8,"Administration around hold. Building again value determine reveal line stop. Soon around husband two.
Three it win participant. Let plan action win other make.",True
PROD_00576,Customizable value-added core,Sports,Team Sports,"Hubbard, Griffin and Fox",241.74,605.47,363.73,0.39,39x29x37,0,Martinez-Parrish,5.0,Power arrive unit painting phone phone different. Fine many risk up voice election quality. School join machine if. Investment check difference hope shoulder career.,True
PROD_00577,Intuitive stable implementation,Fashion,Clothing,Woodard-Turner,220.87,348.41,127.54,0.2,41x15x42,55,"Adams, Johnson and Ramos",3.0,"Man institution allow position leader scientist. They authority alone eat newspaper realize name.
Capital owner major idea tend kid. Stand instead finally PM turn. Actually give southern.",True
PROD_00578,Up-sized tangible extranet,Beauty,Makeup,Stephens-Pittman,438.05,1156.17,718.12,2.87,46x21x11,59,Stevens and Sons,3.5,Thank war wall condition sea. Consider go miss provide safe challenge both worker. During side student stop fast member. Some skill but ten grow Republican start.,True
PROD_00579,Extended hybrid parallelism,Books,Non-Fiction,Pham LLC,408.69,715.74,307.05,6.57,6x5x14,73,"Davis, Roberts and Suarez",4.3,"Daughter ok evening generation suddenly defense. Event large product. Allow land sense similar officer indeed growth south.
Sure responsibility east I toward. Tell over natural hold upon game.",True
PROD_00580,Open-source systematic process improvement,Electronics,Laptops,Galvan-Wilson,190.46,490.07,299.61,3.86,7x13x9,63,Mccarthy Ltd,4.7,"True policy reveal shoulder. Walk across again. Catch admit behavior.
Worker old rate action use wall manage. Out appear television newspaper condition. Through college tell suddenly yes hard.",True
PROD_00581,Versatile eco-centric groupware,Home & Kitchen,Kitchen Appliances,Matthews-Smith,94.29,267.05,172.76,4.51,32x25x41,94,Nichols-Kim,3.1,"Approach central important herself data tonight. Response build leg travel.
Assume need herself voice. Break do scene assume break.",True
PROD_00582,Enhanced dedicated success,Home & Kitchen,Lighting,Austin Inc,285.13,623.01,337.88,1.76,20x24x28,42,Fowler Group,3.6,Shake before country. Painting individual firm benefit difference do. Keep attack less sport point run stay.,True
PROD_00583,Profit-focused attitude-oriented product,Sports,Fitness Equipment,,325.75,463.11,137.36,2.88,40x26x44,47,"Kemp, Raymond and Garcia",4.8,Floor use society animal site town worry. Impact natural will also very.,True
PROD_00584,Phased bottom-line approach,Beauty,Skincare,Marshall Ltd,252.17,455.88,203.71,7.84,45x47x10,0,Zamora Ltd,,Perhaps thing school within big discussion skill next. Law down election. Police concern at whole firm writer.,True
PROD_00585,Enhanced 24hour collaboration,Beauty,Fragrances,Peters and Sons,324.43,898.19,573.76,4.6,21x36x15,63,"Johnson, Roman and Robbins",3.3,"Together lose reality probably election ask. Stage join action tough full one glass. Yard million make cold operation.
Operation face performance. Spring boy effect history send might everybody.",True
PROD_00586,Progressive even-keeled application,Electronics,Tablets,"Stewart, Ortiz and Potts",307.15,486.18,179.03,9.5,16x30x36,22,"Vasquez, Shepard and Watson",3.3,Western five manage now live pass charge. Guess century wide line seek.,True
PROD_00587,Secured responsive frame,Fashion,Watches,Ortiz Inc,241.48,704.11,462.63,1.92,32x30x33,41,Wright-Bates,4.7,Make safe hospital must half role high. Increase light picture environment might thing growth west. Team trouble story born station crime.,True
PROD_00588,Streamlined holistic pricing structure,Fashion,Clothing,Perry-Hanson,307.76,423.39,115.63,5.08,26x40x36,50,Kennedy and Sons,3.5,Director manager understand need contain traditional. Law our stand level out doctor provide. I say probably nor follow sport policy.,True
PROD_00589,Open-source local installation,Fashion,Clothing,Thomas-Wolfe,110.23,190.17,79.94,6.64,35x40x44,82,Potts and Sons,3.5,"Skill owner knowledge already trip himself. Reality cut read imagine. Training song although.
Issue time dog house vote. Out start reason floor dream although finally.",False
PROD_00590,Ergonomic high-level complexity,Sports,Fitness Equipment,"Ryan, Reid and Ortiz",209.17,274.84,65.67,6.61,29x5x37,53,Gardner-Perez,4.3,Summer sing whose find natural. Home produce require spend radio resource.,False
PROD_00591,Persevering scalable system engine,Fashion,Shoes,Stephens Inc,152.36,439.32,286.96,9.65,5x37x32,37,"Shaw, Richardson and Mann",3.1,"Response dream low but. Big magazine red child throughout range. Resource point source view majority popular middle.
Partner might role song. Trial sit fight heart detail government.",False
PROD_00592,Ergonomic cohesive focus group,Beauty,Fragrances,"kennedy, wright and underwood",45.47,83.08,37.61,9.68,36x32x13,59,Jimenez Ltd,4.2,"Quality lot art dark heart now water. Join general wrong guess purpose.
Edge serious guess first. Than determine spend general. Big cup probably structure recognize.",True
PROD_00593,Intuitive executive knowledgebase,Electronics,Tablets,"Johnson, Romero and Brady",483.11,1257.18,774.07,3.25,36x24x8,44,Harris LLC,3.6,"Husband another energy. Three true if. Customer ok political from.
Century particular fact something face simple. Economic skin within ball.",True
PROD_00594,Cross-group optimizing website,Fashion,Accessories,Martinez-Smith,177.5,327.39,149.89,4.37,43x23x44,11,Barrett-Garcia,4.2,Former receive blue fine husband possible or. Experience close cultural good prevent. Easy throw late our fire arrive.,True
PROD_00595,Optimized mobile attitude,Beauty,Makeup,"Hopkins, Choi and Hatfield",209.44,375.88,166.44,5.72,40x39x49,72,Wagner Inc,4.9,"Develop quite response your. Alone mean walk society vote. Wide way huge then computer white drug.
Day bar outside. Last history life could move.",True
PROD_00596,Distributed directional groupware,Fashion,Clothing,Miller and Sons,32.93,53.99,21.06,6.69,26x16x10,73,"Brown, Weber and Watts",4.5,"Improve film happy thought my know dog. Discussion evidence speech team. At across move improve season pull.
Loss sit policy store popular he. Professional boy hard black.",True
PROD_00597,Sharable optimizing focus group,Sports,Fitness Equipment,Smith and Sons,105.89,207.41,101.52,6.06,17x31x32,57,Adams-Walker,3.1,"Gun son generation thought pattern laugh. Cut company explain learn other. Yard discover leader then recent.
Head stay sign.",True
PROD_00598,Persistent responsive task-force,Home & Kitchen,Kitchen Appliances,Rojas-Ayala,105.78,231.68,125.9,3.72,7x17x7,92,Smith Ltd,4.2,"Mr then foreign fast.
Offer friend pick power. Deep daughter choice nature. Involve mission specific amount marriage try. Tax production line enough drive.",True
PROD_00599,Exclusive maximized hierarchy,Books,Children Books,White Group,410.1,757.34,347.24,6.79,41x35x46,42,Jones-Bell,5.0,Half candidate attention however imagine use nice energy. First tax low responsibility agent build wrong. Season else develop easy.,True
PROD_00600,Open-source zero administration hierarchy,HOME & KITCHEN,Lighting,Walsh-Hughes,27.85,73.12,45.27,4.2,6x45x31,51,Cox and Sons,4.2,"Suffer carry guy outside item pay. Base person skill indicate base election. So day somebody will stock president stuff guy.
Six natural fast accept expect brother. Simple structure ten.",True
PROD_00601,Advanced even-keeled secured line,SPORTS,Team Sports,Mueller LLC,79.7,223.41,143.71,7.43,19x44x12,64,Johnson Group,4.3,"Cultural which group pass respond like single. Stop own create peace drug.
Best possible it per. Mouth already tough us ability benefit magazine.",True
PROD_00602,Networked maximized initiative,Electronics,Laptops,Todd Group,275.36,695.98,420.62,3.71,27x25x6,5,Riley LLC,3.4,"Common possible place.
East field car quite. Case either evening wall which. Lead view indicate simple fear loss where. Fine might president offer.",True
PROD_00603,Upgradable tertiary artificial intelligence,Electronics,Smartphones,Rodriguez Inc,161.63,247.43,85.8,4.9,10x46x41,60,"Forbes, Stevens and Ward",3.7,Finish guess computer name church attack peace. Go create price. Expect method free blood laugh ever Mr soon.,True
PROD_00604,Monitored clear-thinking knowledge user,Home & Kitchen,Lighting,Terrell-Hernandez,216.22,445.7,229.48,7.68,13x45x14,52,Miller-Neal,4.5,"Memory Republican tree task south movement. Cost him possible court. Imagine difficult instead shake. Air ground hot image husband activity maybe.
Foot catch three. Argue us let doctor.",True
PROD_00605,Grass-roots reciprocal archive,Beauty,Fragrances,"Faulkner, Johnson and Gibson",339.9,808.14,468.24,8.78,34x22x30,44,Thomas LLC,,Change interest even night near would return. Whom perform return actually. Article paper what piece own.,True
PROD_00606,Configurable tertiary portal,Home & Kitchen,Kitchen Appliances,Wise-Jordan,274.23,563.72,289.49,8.24,45x17x31,83,Williams Ltd,3.7,"Sign total care sometimes manager work. Special job staff human cell spend itself. Item under prevent she tell enter.
Collection owner performance professional religious trouble.",True
PROD_00607,Open-architected reciprocal access,Fashion,Accessories,West Inc,307.67,584.71,277.04,9.13,40x46x14,56,Moreno-Huerta,4.2,"Second effect loss window her usually project.
Soon want behavior her parent cup. Radio sense its water phone card catch. Event operation TV.",True
